rp_string,pl_string,sentence,sentence_xpath,xml_name,status
1,not in list,Carbonic anhydrases (CA) are a family of ubiquitary zinc metalloenzymes that catalyze the reversible reaction of hydration of CO2to HCO3− 1,"substring(string(/article/body/sec[1]/p[1]),1,149)",3test.xml
1,not in list,"This simple transformation plays a physiological regulatory role in a number of processes associated with pH control, ion transport, fluid secretion and several biosynthetic pathways1","substring(string(/article/body/sec[1]/p[1]),152,187)",3test.xml
1,not in list,"Fifteen CA isoenzymes are encoded in humans and other primates, that differ for their subcellular localization, catalytic activity, and susceptibility to different classes of inhibitors1","substring(string(/article/body/sec[1]/p[1]),341,190)",3test.xml
1,not in list,"Specifically, cytosolic (CA I, CA II, CA III, CA VII, and CA XIII), membrane-bound (CA IV, CA IX, CA XII and CA XIV), mitochondrial (CA VA and CA VB), and secreted in saliva (CA VI) enzymes were characterized1","substring(string(/article/body/sec[1]/p[1]),533,213)",3test.xml
2–4,2–4,"Most of these CA isoforms represent interesting therapeutic targets, and their inhibition has been exploited clinically for many decades for a variety of applications in treating a multitude of diseases such as glaucoma, edema, epilepsy, obesity, neuropathic pain and other neurological disorders2–4","substring(string(/article/body/sec[1]/p[1]),748,303)",3test.xml
in sequence,2–4,"Most of these CA isoforms represent interesting therapeutic targets, and their inhibition has been exploited clinically for many decades for a variety of applications in treating a multitude of diseases such as glaucoma, edema, epilepsy, obesity, neuropathic pain and other neurological disorders2–4","substring(string(/article/body/sec[1]/p[1]),748,303)",3test.xml
in sequence,2–4,"Most of these CA isoforms represent interesting therapeutic targets, and their inhibition has been exploited clinically for many decades for a variety of applications in treating a multitude of diseases such as glaucoma, edema, epilepsy, obesity, neuropathic pain and other neurological disorders2–4","substring(string(/article/body/sec[1]/p[1]),748,303)",3test.xml
5,not in list,"More recently, hCA IX and XII have been implicated in tumor progression/metastasis, and their selective inhibition could represent an additional opportunity for drug intervention against hypoxic cancers5","substring(string(/article/body/sec[1]/p[1]),1053,207)",3test.xml
6,not in list,"Sulfonamides and their bioisosteres (sulfamates, sulfamides) are known, powerful CA inhibitors (CAIs)6","substring(string(/article/body/sec[1]/p[2]),1,107)",3test.xml
6,not in list,"Acetazolamide1(AAZ), methazolamide2, ethoxzolamide3, brinzolamide4and dorzolamide5are among the CAIs used in medicine mainly as diuretics and antiglaucoma agents (Chart 1)6","substring(string(/article/body/sec[1]/p[2]),110,188)",3test.xml
7,not in list,"Because of the ubiquity of CAs, the selectivity of the inhibitors for certain isoforms is a crucial issue to be reached in a drug development campaign in order to target a disease without relevant side effects7","substring(string(/article/body/sec[1]/p[3]),1,215)",3test.xml
8–11,8–11,"Among the several sulfonamide CAIs described, Schiff bases and secondary amines incorporating aromatic/heterocyclic sulfonamide moieties in their structure (compounds of typeIinFigure 1) have been extensively investigated in recent years8–11","substring(string(/article/body/sec[1]/p[4]),1,250)",3test.xml
in sequence,8–11,"Among the several sulfonamide CAIs described, Schiff bases and secondary amines incorporating aromatic/heterocyclic sulfonamide moieties in their structure (compounds of typeIinFigure 1) have been extensively investigated in recent years8–11","substring(string(/article/body/sec[1]/p[4]),1,250)",3test.xml
in sequence,8–11,"Among the several sulfonamide CAIs described, Schiff bases and secondary amines incorporating aromatic/heterocyclic sulfonamide moieties in their structure (compounds of typeIinFigure 1) have been extensively investigated in recent years8–11","substring(string(/article/body/sec[1]/p[4]),1,250)",3test.xml
in sequence,8–11,"Among the several sulfonamide CAIs described, Schiff bases and secondary amines incorporating aromatic/heterocyclic sulfonamide moieties in their structure (compounds of typeIinFigure 1) have been extensively investigated in recent years8–11","substring(string(/article/body/sec[1]/p[4]),1,250)",3test.xml
8–11,8–11,"Comparing the activity of imines and their secondary amine counterparts, it is evident that the molecular flexibility markedly affects, positively or negatively, both activity and selectivity8–11","substring(string(/article/body/sec[1]/p[4]),253,199)",3test.xml
in sequence,8–11,"Comparing the activity of imines and their secondary amine counterparts, it is evident that the molecular flexibility markedly affects, positively or negatively, both activity and selectivity8–11","substring(string(/article/body/sec[1]/p[4]),253,199)",3test.xml
in sequence,8–11,"Comparing the activity of imines and their secondary amine counterparts, it is evident that the molecular flexibility markedly affects, positively or negatively, both activity and selectivity8–11","substring(string(/article/body/sec[1]/p[4]),253,199)",3test.xml
in sequence,8–11,"Comparing the activity of imines and their secondary amine counterparts, it is evident that the molecular flexibility markedly affects, positively or negatively, both activity and selectivity8–11","substring(string(/article/body/sec[1]/p[4]),253,199)",3test.xml
12,"12,13","Prompted by these outcomes and exploiting our experience in the application of the frozen analog approach12,13, we decided to further reduce the flexibility of the Schiff bases constraining the N=C imine bond into a ring (II,Figure 1)","substring(string(/article/body/sec[1]/p[5]),1,247)",3test.xml
13,"12,13","Prompted by these outcomes and exploiting our experience in the application of the frozen analog approach12,13, we decided to further reduce the flexibility of the Schiff bases constraining the N=C imine bond into a ring (II,Figure 1)","substring(string(/article/body/sec[1]/p[5]),1,247)",3test.xml
14,not in list,"As a rigidifying building block, we decided to introduce the benzimidazole (III,Figure 1), a privileged structure extensively used in medicinal chemistry, which has been only scarcely explored for its potential in the development of CAIs14","substring(string(/article/body/sec[1]/p[5]),250,247)",3test.xml
15–17,15–17,"In fact, different studies showed that these scaffolds are effective CAIs, giving interactions with the enzyme that may not involve a direct interaction with the active site zing ion15–17","substring(string(/article/body/sec[1]/p[5]),605,191)",3test.xml
in sequence,15–17,"In fact, different studies showed that these scaffolds are effective CAIs, giving interactions with the enzyme that may not involve a direct interaction with the active site zing ion15–17","substring(string(/article/body/sec[1]/p[5]),605,191)",3test.xml
in sequence,15–17,"In fact, different studies showed that these scaffolds are effective CAIs, giving interactions with the enzyme that may not involve a direct interaction with the active site zing ion15–17","substring(string(/article/body/sec[1]/p[5]),605,191)",3test.xml
18,not in list,An Applied Photophysics stopped-flow instrument has been used for assaying the CA-catalysed CO2hydration activity18,"substring(string(/article/body/sec[2]/sec[2]/p),1,122)",3test.xml
19–26,19–26,"The inhibition constants were obtained by nonlinear least-squares methods using PRISM 3 and the Cheng-Prusoff equation, as reported earlier, and represent the mean from at least three different determinations19–26","substring(string(/article/body/sec[2]/sec[2]/p),1055,217)",3test.xml
in sequence,19–26,"The inhibition constants were obtained by nonlinear least-squares methods using PRISM 3 and the Cheng-Prusoff equation, as reported earlier, and represent the mean from at least three different determinations19–26","substring(string(/article/body/sec[2]/sec[2]/p),1055,217)",3test.xml
in sequence,19–26,"The inhibition constants were obtained by nonlinear least-squares methods using PRISM 3 and the Cheng-Prusoff equation, as reported earlier, and represent the mean from at least three different determinations19–26","substring(string(/article/body/sec[2]/sec[2]/p),1055,217)",3test.xml
in sequence,19–26,"The inhibition constants were obtained by nonlinear least-squares methods using PRISM 3 and the Cheng-Prusoff equation, as reported earlier, and represent the mean from at least three different determinations19–26","substring(string(/article/body/sec[2]/sec[2]/p),1055,217)",3test.xml
in sequence,19–26,"The inhibition constants were obtained by nonlinear least-squares methods using PRISM 3 and the Cheng-Prusoff equation, as reported earlier, and represent the mean from at least three different determinations19–26","substring(string(/article/body/sec[2]/sec[2]/p),1055,217)",3test.xml
in sequence,19–26,"The inhibition constants were obtained by nonlinear least-squares methods using PRISM 3 and the Cheng-Prusoff equation, as reported earlier, and represent the mean from at least three different determinations19–26","substring(string(/article/body/sec[2]/sec[2]/p),1055,217)",3test.xml
in sequence,19–26,"The inhibition constants were obtained by nonlinear least-squares methods using PRISM 3 and the Cheng-Prusoff equation, as reported earlier, and represent the mean from at least three different determinations19–26","substring(string(/article/body/sec[2]/sec[2]/p),1055,217)",3test.xml
in sequence,19–26,"The inhibition constants were obtained by nonlinear least-squares methods using PRISM 3 and the Cheng-Prusoff equation, as reported earlier, and represent the mean from at least three different determinations19–26","substring(string(/article/body/sec[2]/sec[2]/p),1055,217)",3test.xml
27–29,27–29,All CA isoforms were recombinant ones obtained in-house as reported earlier27–29,"substring(string(/article/body/sec[2]/sec[2]/p),1274,84)",3test.xml
in sequence,27–29,All CA isoforms were recombinant ones obtained in-house as reported earlier27–29,"substring(string(/article/body/sec[2]/sec[2]/p),1274,84)",3test.xml
in sequence,27–29,All CA isoforms were recombinant ones obtained in-house as reported earlier27–29,"substring(string(/article/body/sec[2]/sec[2]/p),1274,84)",3test.xml
30,not in list,"The latest version of the AD4 docking software (version 4.2)30together with its GUI AutoDockTools (ADT) and the AutoDock4(Zn) force field31, were employed","substring(string(/article/body/sec[2]/sec[3]/p),1,163)",3test.xml
31,not in list,"The latest version of the AD4 docking software (version 4.2)30together with its GUI AutoDockTools (ADT) and the AutoDock4(Zn) force field31, were employed","substring(string(/article/body/sec[2]/sec[3]/p),1,163)",3test.xml
32,not in list,The hCA IX X-ray structure used for the experiment had the PDB code 5FL432,"substring(string(/article/body/sec[2]/sec[3]/p),166,78)",3test.xml
33,not in list,"The protein structure was prepared for the docking using the Protein Preparation Wizard of the Maestro suite33that adds bond orders, adds hydrogen atoms, deletes water molecules and produces the appropriate protonation states","substring(string(/article/body/sec[2]/sec[3]/p),246,229)",3test.xml
34,not in list,"Through Maestro, the X-ray structures of hCA I (PDB 6F3B)34, hCA II (PDB 3K34)35, and hCA XII (PDB 5MSA)36, were downloaded and superimposed on the structure of hCA IX","substring(string(/article/body/sec[2]/sec[3]/p),769,179)",3test.xml
35,not in list,"Through Maestro, the X-ray structures of hCA I (PDB 6F3B)34, hCA II (PDB 3K34)35, and hCA XII (PDB 5MSA)36, were downloaded and superimposed on the structure of hCA IX","substring(string(/article/body/sec[2]/sec[3]/p),769,179)",3test.xml
36,not in list,"Through Maestro, the X-ray structures of hCA I (PDB 6F3B)34, hCA II (PDB 3K34)35, and hCA XII (PDB 5MSA)36, were downloaded and superimposed on the structure of hCA IX","substring(string(/article/body/sec[2]/sec[3]/p),769,179)",3test.xml
37,not in list,"Following the AutoDock4(Zn) force field protocol37, to add the tetrahedral zinc pseudo atoms to the receptor PDBQT the script zinc_pseudo.py, part of the material provided with the force field, was employed","substring(string(/article/body/sec[2]/sec[3]/p),1133,210)",3test.xml
38,not in list,"Condensation of 3,4-diamino-N-(tert-butyl)benzenesulfonamide20awith aldehydes25a-ein the presence of NaHSO3in dry DMF at 80 °C gave the 2-aryl-N-(tert-butyl)-1H-benzo[d]imidazole-6-sulfonamides26a-ein good yields (65–83%)38","substring(string(/article/body/sec[3]/sec[1]/p[3]),103,245)",3test.xml
18,not in list,AAZ1was used as the standard drug in the assay18,"substring(string(/article/body/sec[3]/sec[2]/p[1]),194,54)",3test.xml
1,not in list,"On the other hand, the 4′-hydroxyphenyl (6) and 4′-hydroxyphenylethyl (8) analogs were effective inhibitors of hCA IX and XII, respectively, with Kis in the low nanomolar range (6, Ki17.4 nM for hCA IX, 44.1 nM for hCA XII;8, Ki14.4 nM for hCA IX, 9.8 nM for hCA XII) basically comparable to those of the reference1(Ki25 nM for hCA IX, 5.7 nM for hCA XII), and interesting selectivity ratio (SR)vshCA II.","substring(string(/article/body/sec[3]/sec[2]/p[2]),536,424)",3test.xml
39,not in list,Docking calculations were performed using a protocol already successfully applied in our previous work on CA inhibitors39,"substring(string(/article/body/sec[3]/sec[3]/p[1]),128,125)",3test.xml
30,"30,37","Namely, AutoDock4.2 (AD4)30,37was employed together with the AutoDock4(Zn) forcefield31, which was specifically designed to accurately predict the binding interactions of ligands docking to zinc metalloproteins","substring(string(/article/body/sec[3]/sec[3]/p[1]),255,222)",3test.xml
37,"30,37","Namely, AutoDock4.2 (AD4)30,37was employed together with the AutoDock4(Zn) forcefield31, which was specifically designed to accurately predict the binding interactions of ligands docking to zinc metalloproteins","substring(string(/article/body/sec[3]/sec[3]/p[1]),255,222)",3test.xml
31,not in list,"Namely, AutoDock4.2 (AD4)30,37was employed together with the AutoDock4(Zn) forcefield31, which was specifically designed to accurately predict the binding interactions of ligands docking to zinc metalloproteins","substring(string(/article/body/sec[3]/sec[3]/p[1]),255,222)",3test.xml
32,not in list,"For the latter, a high-resolution X-ray crystal structure bound to a small molecule inhibitor (PDB code 5FL4)32was chosen","substring(string(/article/body/sec[3]/sec[3]/p[2]),169,125)",3test.xml
40,not in list,"Notably, it would appear that the pendant 2-phenyl ring, in the three ligands, points towards what has been defined as a “selectivity hot spot” in CAs40(Figures 2(A), 3(A) and 4(A)): a high-variability region in CAs binding site, that can be exploited for the rational design of selective compounds among different CAs","substring(string(/article/body/sec[3]/sec[3]/p[2]),792,324)",3test.xml
29,not in list,(b)13hCA IX theoretical binding pose within the hCA XII (PDB 5MSA) X-ray structure29,"substring(string(/article/body/sec[3]/sec[3]/fig[1]/caption/p),289,90)",3test.xml
30,not in list,The images were rendered using the UCSF Chimera software30,"substring(string(/article/body/sec[3]/sec[3]/fig[1]/caption/p),1004,62)",3test.xml
30,not in list,The images were rendered using the UCSF Chimera software30,"substring(string(/article/body/sec[3]/sec[3]/fig[2]/caption/p),990,62)",3test.xml
30,not in list,The images were rendered using the UCSF Chimera software30,"substring(string(/article/body/sec[3]/sec[3]/fig[3]/caption/p),990,62)",3test.xml
34,not in list,"With the aim of rationalizing the selectivity of the compounds, the crystal structures of hCA I (PDB 6F3B)34, hCA II (PDB 3K34)35, and hCA XII (PDB 5MSA)36were downloaded and their binding sites analyzed","substring(string(/article/body/sec[3]/sec[3]/p[3]),1,216)",3test.xml
35,not in list,"With the aim of rationalizing the selectivity of the compounds, the crystal structures of hCA I (PDB 6F3B)34, hCA II (PDB 3K34)35, and hCA XII (PDB 5MSA)36were downloaded and their binding sites analyzed","substring(string(/article/body/sec[3]/sec[3]/p[3]),1,216)",3test.xml
36,not in list,"With the aim of rationalizing the selectivity of the compounds, the crystal structures of hCA I (PDB 6F3B)34, hCA II (PDB 3K34)35, and hCA XII (PDB 5MSA)36were downloaded and their binding sites analyzed","substring(string(/article/body/sec[3]/sec[3]/p[3]),1,216)",3test.xml
1,1–5,"Likewise, psychological aspects, such as mood (for example anxiety), may play a role1–5.","substring(string(/article/body/sec[1]/p[1]),262,88)",19test.xml
in sequence,1–5,"Likewise, psychological aspects, such as mood (for example anxiety), may play a role1–5.","substring(string(/article/body/sec[1]/p[1]),262,88)",19test.xml
in sequence,1–5,"Likewise, psychological aspects, such as mood (for example anxiety), may play a role1–5.","substring(string(/article/body/sec[1]/p[1]),262,88)",19test.xml
in sequence,1–5,"Likewise, psychological aspects, such as mood (for example anxiety), may play a role1–5.","substring(string(/article/body/sec[1]/p[1]),262,88)",19test.xml
5,1–5,"Likewise, psychological aspects, such as mood (for example anxiety), may play a role1–5.","substring(string(/article/body/sec[1]/p[1]),262,88)",19test.xml
3,"3,6","Total nasal obstruction can also lead to a change in head position3,6.","substring(string(/article/body/sec[1]/p[1]),351,70)",19test.xml
6,"3,6","Total nasal obstruction can also lead to a change in head position3,6.","substring(string(/article/body/sec[1]/p[1]),351,70)",19test.xml
7,7–9,"Head posture, in turn, is functionally anatomically directly related to the whole body posture7–9.","substring(string(/article/body/sec[1]/p[1]),580,98)",19test.xml
in sequence,7–9,"Head posture, in turn, is functionally anatomically directly related to the whole body posture7–9.","substring(string(/article/body/sec[1]/p[1]),580,98)",19test.xml
9,7–9,"Head posture, in turn, is functionally anatomically directly related to the whole body posture7–9.","substring(string(/article/body/sec[1]/p[1]),580,98)",19test.xml
10,"10,11","Besides anamnestic factors, the influence of sporting exercise on postural control is also discussed in many cases: a significant reduction of body sway was observed after several months of exercise10,11.","substring(string(/article/body/sec[1]/p[1]),679,204)",19test.xml
11,"10,11","Besides anamnestic factors, the influence of sporting exercise on postural control is also discussed in many cases: a significant reduction of body sway was observed after several months of exercise10,11.","substring(string(/article/body/sec[1]/p[1]),679,204)",19test.xml
12,12–14,"Maintaining a constant weight distribution is thus easier for athletes than for non-athletes, because a smaller body sway can be registered12–14.","substring(string(/article/body/sec[1]/p[1]),1177,145)",19test.xml
in sequence,12–14,"Maintaining a constant weight distribution is thus easier for athletes than for non-athletes, because a smaller body sway can be registered12–14.","substring(string(/article/body/sec[1]/p[1]),1177,145)",19test.xml
14,12–14,"Maintaining a constant weight distribution is thus easier for athletes than for non-athletes, because a smaller body sway can be registered12–14.","substring(string(/article/body/sec[1]/p[1]),1177,145)",19test.xml
15,15–28,In the literature it will be discussed controversially whether the temporo-mandibular system is associated with postural control15–28.,"substring(string(/article/body/sec[1]/p[2]),1,134)",19test.xml
in sequence,15–28,In the literature it will be discussed controversially whether the temporo-mandibular system is associated with postural control15–28.,"substring(string(/article/body/sec[1]/p[2]),1,134)",19test.xml
in sequence,15–28,In the literature it will be discussed controversially whether the temporo-mandibular system is associated with postural control15–28.,"substring(string(/article/body/sec[1]/p[2]),1,134)",19test.xml
in sequence,15–28,In the literature it will be discussed controversially whether the temporo-mandibular system is associated with postural control15–28.,"substring(string(/article/body/sec[1]/p[2]),1,134)",19test.xml
in sequence,15–28,In the literature it will be discussed controversially whether the temporo-mandibular system is associated with postural control15–28.,"substring(string(/article/body/sec[1]/p[2]),1,134)",19test.xml
in sequence,15–28,In the literature it will be discussed controversially whether the temporo-mandibular system is associated with postural control15–28.,"substring(string(/article/body/sec[1]/p[2]),1,134)",19test.xml
in sequence,15–28,In the literature it will be discussed controversially whether the temporo-mandibular system is associated with postural control15–28.,"substring(string(/article/body/sec[1]/p[2]),1,134)",19test.xml
in sequence,15–28,In the literature it will be discussed controversially whether the temporo-mandibular system is associated with postural control15–28.,"substring(string(/article/body/sec[1]/p[2]),1,134)",19test.xml
in sequence,15–28,In the literature it will be discussed controversially whether the temporo-mandibular system is associated with postural control15–28.,"substring(string(/article/body/sec[1]/p[2]),1,134)",19test.xml
in sequence,15–28,In the literature it will be discussed controversially whether the temporo-mandibular system is associated with postural control15–28.,"substring(string(/article/body/sec[1]/p[2]),1,134)",19test.xml
in sequence,15–28,In the literature it will be discussed controversially whether the temporo-mandibular system is associated with postural control15–28.,"substring(string(/article/body/sec[1]/p[2]),1,134)",19test.xml
in sequence,15–28,In the literature it will be discussed controversially whether the temporo-mandibular system is associated with postural control15–28.,"substring(string(/article/body/sec[1]/p[2]),1,134)",19test.xml
in sequence,15–28,In the literature it will be discussed controversially whether the temporo-mandibular system is associated with postural control15–28.,"substring(string(/article/body/sec[1]/p[2]),1,134)",19test.xml
28,15–28,In the literature it will be discussed controversially whether the temporo-mandibular system is associated with postural control15–28.,"substring(string(/article/body/sec[1]/p[2]),1,134)",19test.xml
29,not in list,"In his review, Perinetti29 analyzed various studies dealing with the influence of the temporo-mandibular system on postural control.","substring(string(/article/body/sec[1]/p[2]),136,132)",19test.xml
30,not in list,"The Society for Dental Health, Function and Aesthetics30 reports that nowadays about 20% of the population is suffering from a TMD requiring treatment, whereas even a third are affected by TMD-typical parafunctions.","substring(string(/article/body/sec[1]/p[2]),391,215)",19test.xml
30,30–33,"Temporo-mandibular dysfunction can be attributed to dentogenic, myogenic, psychogenic and arthrogenic causes30–33.","substring(string(/article/body/sec[1]/p[2]),731,114)",19test.xml
in sequence,30–33,"Temporo-mandibular dysfunction can be attributed to dentogenic, myogenic, psychogenic and arthrogenic causes30–33.","substring(string(/article/body/sec[1]/p[2]),731,114)",19test.xml
in sequence,30–33,"Temporo-mandibular dysfunction can be attributed to dentogenic, myogenic, psychogenic and arthrogenic causes30–33.","substring(string(/article/body/sec[1]/p[2]),731,114)",19test.xml
33,30–33,"Temporo-mandibular dysfunction can be attributed to dentogenic, myogenic, psychogenic and arthrogenic causes30–33.","substring(string(/article/body/sec[1]/p[2]),731,114)",19test.xml
1,"1,34–40","According to several authors1,34–40, a TMD is supported by a genetic predisposition, negative psychosocial influences (e.g., stress, anxiety, depression), local factors (e.g., dental occlusion), or dental therapy (e.g., prosthodontic/restorative/orthodontic treatments).","substring(string(/article/body/sec[1]/p[2]),846,270)",19test.xml
34,"1,34–40","According to several authors1,34–40, a TMD is supported by a genetic predisposition, negative psychosocial influences (e.g., stress, anxiety, depression), local factors (e.g., dental occlusion), or dental therapy (e.g., prosthodontic/restorative/orthodontic treatments).","substring(string(/article/body/sec[1]/p[2]),846,270)",19test.xml
in sequence,"1,34–40","According to several authors1,34–40, a TMD is supported by a genetic predisposition, negative psychosocial influences (e.g., stress, anxiety, depression), local factors (e.g., dental occlusion), or dental therapy (e.g., prosthodontic/restorative/orthodontic treatments).","substring(string(/article/body/sec[1]/p[2]),846,270)",19test.xml
in sequence,"1,34–40","According to several authors1,34–40, a TMD is supported by a genetic predisposition, negative psychosocial influences (e.g., stress, anxiety, depression), local factors (e.g., dental occlusion), or dental therapy (e.g., prosthodontic/restorative/orthodontic treatments).","substring(string(/article/body/sec[1]/p[2]),846,270)",19test.xml
in sequence,"1,34–40","According to several authors1,34–40, a TMD is supported by a genetic predisposition, negative psychosocial influences (e.g., stress, anxiety, depression), local factors (e.g., dental occlusion), or dental therapy (e.g., prosthodontic/restorative/orthodontic treatments).","substring(string(/article/body/sec[1]/p[2]),846,270)",19test.xml
