"Mernyák, E, Szabó, J, Bacsa, I, et al. Syntheses and antiproliferative effects of D-homo-and D-secoestrones. Steroids 2014; 87: 128–36. PMID: 24928727"
"Peyrat, J-F, Brion, J-D, Alami, M. Synthetic 2-methoxyestradiol derivatives: structure-activity relationships. Curr Med Chem 2012; 19: 4142–56. PMID: 22709003"
"Mosmann, T. Rapid colorimetric assay for cellular growth and survival: application to proliferation and citotoxicity assays. J Immunol Methods 1983; 65: 55–63. PMID: 6606682"
"Friesner, RA, Banks, JL, Murphy, RB, et al. Glide: a new approach for rapid, accurate docking and scoring. 1. Method and assessment of docking accuracy. J Med Chem 2004; 47: 1739–49. PMID: 15027865"
"Halgren, TA, Murphy, RB, Friesner, RA, et al. Glide: a new approach for rapid, accurate docking and scoring. 2. Enrichment factors in database screening. J Med Chem 2004; 47: 1750–9. PMID: 15027866"
"Schrödinger Release 2019-4: Schrödinger, LLC, New York, NY, 2019."
"Berman, HM, Westbrook, J, Feng, Z, et al. The protein data bank. Protein Data Bank Nucleic Acids Res 2000; 28: 235–42. PMID: 10592235"
"Sastry, GM, Adzhigirey, M, Day, T, et al. Protein and ligand preparation: parameters, protocols, and influence on virtual screening enrichments. J Comput Aid Mol Des 2013; 27: 221–34."
"Schrödinger Release 2019-4: Maestro, Schrödinger, LLC, New York, NY; 2019."
"Bowers, KJ, Chow, E, Xu, H, et al, Scalable Algorithms for Molecular Dynamics Simulations on Commodity Clusters. Proceedings of the ACM/IEEE Conference on Supercomputing (SC06), Tampa, FL, 2006, November 11–17."
"Schrödinger Release 2019-4: Desmond Molecular Dynamics System, D. E. Shaw Research, New York, NY, 2019."
"Harder, E, Damm, W, Maple, J, et al. OPLS3: a force field providing broad coverage of drug-like small molecules and proteins. J Chem Theory Comput 2016; 12: 281–96. PMID: 26584231"
"Hoover, WG. Canonical dynamics: equilibrium phase-space distributions. Phys Rev A 1985; 31: 1695–7."
"Ferguson, FM, Gray, NS. Kinase inhibitors: the road ahead. Nat Rev Drug Discov 2018; 17: 353–77. PMID: 29545548"
"Bhullar, KS, Lagaron, NO, McGowan, EM, et al. Kinase-targeted cancer therapies: progress, challenges and future directions. Mol Cancer 2018; 17: 48. PMID: 29455673"
"Wu, P, Nielsen, TE, Clausen, MH. FDA-approved small-molecule kinase inhibitors. Trends Pharmacol Sci 2015; 36: 422–39. PMID: 25975227"
"Roskoski, R, Jr. Properties of FDA-approved small molecule protein kinase inhibitors: a 2020 update. Pharmacol Res 2020; 152: 104609. PMID: 31862477"
"Jeong, W, Doroshow, JH, Kummar, S. United States Food and Drug Administration approved oral kinase inhibitors for the treatment of malignancies. Curr Probl Cancer 2013; 37: 110–44. PMID: 23972982"
"Tadesse, S, Caldon, EC, Tilley, W, Wang, S. Cyclin-dependent kinase 2 inhibitors in cancer therapy: an update. J Med Chem 2019; 62: 4233–51. PMID: 30543440"
"Tsai, LH, Lees, E, Faha, B, et al. The cdk2 kinase is required for the G1-to-S transition in mammalian cells. Oncogene 1993; 8: 1593–602. PMID: 8502482"
"Keyomarsi, K, Pardee, AB. Redundant cyclin overexpression and gene amplification in breast cancer cells. Proc Natl Acad Sci U S A 1993; 90: 1112–6. PMID: 8430082"
"Yang, L, Fang, D, Chen, H, et al. Cyclin-dependent kinase 2 is an ideal target for ovary tumors with elevated cyclin E1 expression. Oncotarget 2015; 6: 20801–12. PMID: 26204491"
"Yamamoto, H, Monden, T, Miyoshi, H, et al. Cdk2/cdc2 expression in colon carcinogenesis and effects of cdk2/cdc2 inhibitor in colon cancer cells. Int J Oncol 1998; 13: 233–9. PMID: 9664116"
"Wang, J, Yang, T, Xu, G, et al. Cyclin-dependent kinase 2 promotes tumor proliferation and induces radio resistance in glioblastoma. Transl Oncol 2016; 9: 548–56. PMID: 27863310"
"Faber, AC, Chiles, TC. Inhibition of cyclin-dependent kinase-2 induces apoptosis in human diffuse large B-cell lymphomas. Cell Cycle 2007; 6: 2982–9. PMID: 18156799"
"Yin, X, Yu, J, Zhou, Y, et al. Identification of CDK2 as a novel target in treatment of prostate cancer. Future Oncol 2018; 14: 709–18. PMID: 29323532"
"Lin, ZP, Zhu, YL, Ratner, ES. Targeting cyclin-dependent kinases for treatment of gynecologic cancers. Front Oncol 2018; 8: 303. PMID: 30135856"
"Hamdouchi, C, Keyser, H, Collins, E, et al. The discovery of a new structural class of cyclin-dependent kinase inhibitors, aminoimidazo[1,2-a]pyridines. Mol Cancer Ther 2004; 3: 1–9. PMID: 14749470"
"Wyatt, PG, Woodhead, AJ, Berdini, V, et al. Identification of N-(4-piperidinyl)-4-(2,6-dichlorobenzoylamino)-1H-pyrazole-3-carboxamide (AT7519), a novel cyclin dependent kinase inhibitor using fragment-based X-ray crystallography and structure based drug design. J Med Chem 2008; 51: 4986–99. PMID: 18656911"
"Seftel, MD, Kuruvilla, J, Kouroukis, T, et al. The CDK inhibitor AT7519M in patients with relapsed or refractory chronic lymphocytic leukemia (CLL) and mantle cell lymphoma. A Phase II study of the Canadian Cancer Trials Group. Leuk Lymphoma 2017; 58: 1358–65. PMID: 27750483"
"Cheng, C, Yun, F, Ullah, S, Yuan, Q. Discovery of novel cyclin-dependent kinase (CDK) and histone deacetylase (HDAC) dual inhibitors with potent in vitro and in vivo anticancer activity. Eur J Med Chem 2020; 189: 112073. PMID: 31991336"
"Honma, T, Hayashi, K, Aoyama, T, et al. Structure-based generation of a new class of potent Cdk4 inhibitors: new de novo design strategy and library design. J Med Chem 2001; 44: 4615–27. PMID: 11741479"
"Payton, M, Chung, G, Yakowec, P, et al. Discovery and evaluation of dual CDK1 and CDK2 inhibitors. Cancer Res 2006; 66: 4299–308. PMID: 16618755"
"Wróbel, TM, Kiełbus, M, Kaczor, AA, et al. Discovery of nitroaryl urea derivatives with antiproliferative properties. J Enzyme Inhib Med Chem 2016; 31: 608–18. PMID: 26114307"
"Alexander, LT, Möbitz, H, Drueckes, P, et al. Type II inhibitors targeting CDK2. ACS Chem Biol 2015; 10: 2116–25. PMID: 26158339"
"Gouda, AM, Abdelazeem, AH, Arafa, e-SA, Abdellatif, KR. Design, synthesis and pharmacological evaluation of novel pyrrolizine derivatives as potential anticancer agents. Bioorg Chem 2014; 53: 1–7. PMID: 24462996"
"Gouda, AM, Abdelazeem, AH, Omar, HA, et al. Pyrrolizines: design, synthesis, anticancer evaluation and investigation of the potential mechanism of action. Bioorg Med Chem 2017; 25: 5637–51. PMID: 28916158"
"Shawky, AM, Abourehab, MAS, Abdalla, AN, Gouda, AM. Optimization of pyrrolizine-based Schiff bases with 4-thiazolidinone motif: design, synthesis and investigation of cytotoxicity and anti-inflammatory potency. Eur J Med Chem 2020; 185: 111780. PMID: 31655429"
"Cheng, W, Yang, Z, Wang, S, et al. Recent development of CDK inhibitors: an overview of CDK/inhibitor co-crystal structures. Eur J Med Chem 2019; 164: 615–39. PMID: 30639897"
"Tutone, M, Almerico, AM. Recent advances on CDK inhibitors: an insight by means of in silico methods. Eur J Med Chem 2017; 142: 300–15. PMID: 28802482"
"Ece, A, Sevin, F. The discovery of potential cyclin A/CDK2 inhibitors: a combination of 3D QSAR pharmacophore modeling, virtual screening, and molecular docking studies. Med Chem Res 2013; 22: 5832–43."
"Mohammad, T, Batra, S, Dahiya, R, et al. Identification of high-affinity inhibitors of cyclin-dependent kinase 2 towards anticancer therapy. Molecules 2019; 24: 4589."
"Nakanishi, I, Murata, K, Nagata, N, et al. Identification of protein kinase CK2 inhibitors using solvent dipole ordering virtual screening. Eur J Med Chem 2015; 96: 396–404. PMID: 25912672"
"Zhang, Q, Muegge, I. Scaffold hopping through virtual screening using 2D and 3D similarity descriptors: ranking, voting, and consensus scoring. J Med Chem 2006; 49: 1536–48. PMID: 16509572"
"Liang, J-W, Wang, M-Y, Wang, S, et al. Identification of novel CDK2 inhibitors by a multistage virtual screening method based on SVM, pharmacophore and docking model. J Enzyme Inhib Med Chem 2020; 35: 235–44. PMID: 31760818"
"Poulsen, A, William, A, Blanchard, S, et al. Structure-based design of nitrogen-linked macrocyclic kinase inhibitors leading to the clinical candidate SB1317/TG02, a potent inhibitor of cyclin dependant kinases (CDKs), Janus kinase 2 (JAK2), and Fms-like tyrosine kinase-3 (FLT3). J Mol Model 2013; 19: 119–30. PMID: 22820730"
"Horvath, D. Pharmacophore-based virtual screening. Methods Mol Biol 2011; 672: 261–98. PMID: 20838973"
"Hu, Y, Li, S, Liu, F, et al. Discovery of novel nonpeptide allosteric inhibitors interrupting the interaction of CDK2/cyclin A3 by virtual screening and bioassays. Bioorg Med Chem Lett 2015; 25: 4069–73. PMID: 26316466"
"Sunseri, J, Koes, DR. Pharmit: interactive exploration of chemical space. Nucleic Acids Res 2016; 44: W442–8. PMID: 27095195"
"Gouda, AM, Ali, HI, Almalki, WH, Azim, MA, et al. Design, synthesis, and biological evaluation of some novel pyrrolizine derivatives as COX inhibitors with anti-inflammatory/analgesic activities and low ulcerogenic liability. Molecules 2016; 21: 201."
"Attalah, KM, Abdalla, AN, Aslam, A, Ahmed, M, et al. Ethyl benzoate bearing pyrrolizine/indolizine moieties: design, synthesis and biological evaluation of anti-inflammatory and cytotoxic activities. Bioorg Chem 2020; 94: 103371. PMID: 31708230"
"Gouda, AM, Abdelazeem, AH, Abdalla, AN, Ahmed, M. Pyrrolizine-5-carboxamides: exploring the impact of various substituents on anti-inflammatory and anticancer activities. Acta Pharm 2018; 68: 251–73. PMID: 31259695"
"Belal, A, Gouda, AM, Ahmed, AS, Abdel Gawad, NM. Synthesis of novel indolizine, diazepinoindolizine and pyrimidoindolizine derivatives as potent and selective anticancer agents. Res Chem Intermed 2015; 41: 9687–701."
"Elsaady, MT, Gouda, AM, Edrees, FH, Gawad, NMA. Synthesis and biological evaluation of some novel Schiff base derivatives as potential anticancer agents. J Chem Pharm Res 2016; 8: 273–82."
"Malki, WH, Gouda, AM, Ali, HEA, et al. Structural-based design, synthesis, and antitumor activity of novel alloxazine analogues with potential selective kinase inhibition. Eur J Med Chem 2018; 152: 31–52. PMID: 29684708"
"Alkahtani, HM, Alanazi, MM, Aleanizy, FS, et al. Synthesis, anticancer, apoptosis-inducing activities and EGFR and VEGFR2 assay mechanistic studies of 5,5-diphenylimidazolidine-2,4-dione derivatives: molecular docking studies. Saudi Pharm J 2019; 27: 682–93. PMID: 31297023"
"Abdalla, AN, Shaheen, U, Abdallah, QMA, et al. Proapoptotic activity of Achillea membranacea essential oil and its major constituent 1,8-cineole against A2780 ovarian cancer cells. Molecules 2020; 25: 1582."
"Wang, Y, Chen, Y, Cheng, X, et al. Design, synthesis and biological evaluation of pyrimidine derivatives as novel CDK2 inhibitors that induce apoptosis and cell cycle arrest in breast cancer cells. Bioorg Med Chem 2018; 26: 3491–501. PMID: 29853338"
"Morris, GM, Huey, R, Lindstrom, W, et al. AutoDock4 and AutoDockTools4: automated docking with selective receptor flexibility. J Comput Chem 2009; 30: 2785–91. PMID: 19399780"
"Gouda, AM, Almalki, FA. Carprofen: a theoretical mechanistic study to investigate the impact of hydrophobic interactions of alkyl groups on modulation of COX-1/2 binding selectivity. SN Appl Sci 2019; 1: 332."
"Almalki, FA, Gouda, AM, Bin Ali, MH, Almehmadi, OM. Profens: a comparative molecular docking study into cyclooxygenase-1/2. Drug Invent Today 2019; 11: 480–7."
"Attallah, KM, Gouda, AM, Ibrahim, IT, Abouzeid, L. Design, synthesis, 99mTc labeling, and biological evaluation of a novel pyrrolizine derivative as potential anti-inflammatory agent. Radiochemistry 2017; 59: 630–8."
"Dassault Systems BIOVIA, Discovery studio visualizer, v16.1.0.15350. San Diego (CA): Dassault Systems; 2016."
"Lu, H, Schulze-Gahmen, U. Toward understanding the structural basis of cyclin-dependent kinase 6 specific inhibition. J Med Chem 2006; 49: 3826–31. PMID: 16789739"
"Baumli, S, Hole, AJ, Noble, ME, Endicott, JA. The CDK9 C-helix exhibits conformational plasticity that may explain the selectivity of CAN508. ACS Chem Biol 2012; 7: 811–6. PMID: 22292676"
"Daina, A, Michielin, O, Zoete, V. SwissADME: a free web tool to evaluate pharmacokinetics, drug-likeness and medicinal chemistry friendliness of small molecules. Sci Rep 2017; 7: 42717. PMID: 28256516"
"Lipinski, CA, Lombardo, F, Dominy, BW, Feeney, PJ. Experimental and computational approaches to estimate solubility and permeability in drug discovery and development settings. Adv Drug Deliv Rev 1997; 23: 3–25."
"Zhao, YH, Abraham, MH, Le, J, et al. Rate-limited steps of human oral absorption and QSAR studies. Pharm Res 2002; 19: 1446–57. PMID: 12425461"
"Atkins, JH, Gershell, LJ. Selective anticancer drugs. Nat Rev Drug Discov 2002; 1: 491–2. PMID: 12120255"
"Asghar, U, Witkiewicz, AK, Turner, NC, Knudsen, ES. The history and future of targeting cyclin-dependent kinases in cancer therapy. Nat Rev Drug Discov 2015; 14: 130–46. PMID: 25633797"
"Wang, J, Urbán, L. The impact of early ADME profiling on drug discovery and development strategy. DDW Drug Discov World 2004; 5: 73–86."
"Li, AP. Screening for human ADME/Tox drug properties in drug discovery. Drug Discov Today 2001; 6: 357–66. PMID: 11267922"
"Gleeson, MP, Hersey, A, Hannongbua, S. In-silico ADME models: a general assessment of their utility in drug discovery applications. Curr Top Med Chem 2011; 11: 358–81. PMID: 21320065"
"Yan, G, Wang, X, Chen, Z, et al. In-silico ADME studies for new drug discovery: from chemical compounds to Chinese herbal medicines. Curr Drug Metab 2017; 18: 535–9. PMID: 28302029"
"GBD 2017 Causes of Death Collaborators Global, regional, and national age-sex-specific mortality for 282 causes of death in 195 countries and territories, 1980-2017: a systematic analysis for the Global Burden of Disease Study 2017. Lancet. 2018 10; 392(10159): 1736–8. PMID: 30496103"
"Campeau, L. Percutaneous radial artery approach for coronary angiography. Cathet Cardiovasc Diagn. 1989 janv; 16(1): 3–7. PMID: 2912567"
"Jolly, SS, Yusuf, S, Cairns, J, et al. Radial versus femoral access for coronary angiography and intervention in patients with acute coronary syndromes (RIVAL): a randomised, parallel group, multicentre trial. Lancet. 2011 avr 23; 377(9775): 1409–1420. PMID: 21470671"
"Babunashvili, A, Dundua, D. Recanalization and reuse of early occluded radial artery within 6 days after previous transradial diagnostic procedure. Catheterization Cardiovasc Interventions. 2011; 77(4): 530–536."
"Kiemeneij, F. Left distal transradial access in the anatomical snuffbox for coronary angiography (ldTRA) and interventions (ldTRI) [Internet]. EuroIntervention. [ citéd 2019 10 12]. Disponible sur: https://eurointervention.pcronline.com/article/left-distal-transradial-access-in-the-anatomical-snuffbox-for-coronary-angiography-ldtra-and-interventions-ldtri"
"Vefalı V, Sarıçam E. The Comparison of Traditional Radial Access and Novel Distal Radial Access for Cardiac Catheterization. Cardiovasc Revasc Med. 2020 Apr;21(4):496–500."
"Koutouzis, M, Kontopodis, E, Tassopoulos, A, et al. Distal versus traditional radial approach for coronary angiography. Cardiovasc Revascularization Med. 2019 août 1; 20(8): 678–680."
"Amin, MR, Singha, CK, Banerjee, SK, et al. Comparison of distal transradial in the anatomical snuffbox versus conventional transradial access for coronary angiography and intervention-an experience in 100 cases. Univ Heart J. 2017; 13(2): 40–45."
"Gajurel, RM, Sahi, R, Shrestha, H, et al. Initial experience on anatomical snuff box approach for coronary angiogram & percutaneous coronary intervention in a tertiary care center Nepal. World J Cardiovasc Dis. 2018 déc 28; 08(12): 578."
"Nairoukh, Z, Jahangir, S, Adjepong, D, et al. Distal radial artery access: the future of cardiovascular intervention. Cureus. 2020 3 7; 12(3): e7201. PMID: 32269880"
"Coomes, EA, Haghbayan, H, Cheema, AN. Distal transradial access for cardiac catheterization: a systematic scoping review. Catheterization Cardiovasc Interventions. citéd 2020 janv 30."
"Lee, J-W, Park, SW, Son, J-W, et al. Real-world experience of the left distal transradial approach for coronary angiography and percutaneous coronary intervention: a prospective observational study (LeDRA). EuroIntervention. 2018 10 12; 14(9): e995–1003. PMID: 30222122"
"Coughlan, JJ, Zebrauskaite, A, Arnous, S, et al. Left distal trans-radial access facilitates earlier discharge post-coronary angiography. J Interv Cardiol. 2018 déc; 31(6): 964–968. PMID: 30187577"
"Wretowski, D, Krakowian, M, Łabyk, A, et al. Very distal transradial approach (VITRO) for coronary interventions. Postepy Kardiol Interwencyjnej. 2019; 15(1): 42–45. PMID: 31043983"
"Kühn, AL, de Macedo Rodrigues, K, Singh, J, et al. Distal radial access in the anatomical snuffbox for neurointerventions: a feasibility, safety, and proof-of-concept study. J Neurointerv Surg. 2020 janv 8; 12(8): 798–801."
"Hamon, M, Pristipino, C, Mario, CD, et al. Consensus document on the radial approach in percutaneous cardiovascular interventions: position paper by the European association of percutaneous cardiovascular interventions and working groups on acute cardiac care** and thrombosis of the European society of cardiology [Internet]. EuroIntervention. [ citéd 2019 11 5]. Disponible sur: https://eurointervention.pcronline.com/article/consensus-document-on-the-radial-approach-in-percutaneous-cardiovascular-interventions-position-paper-by-the-european-association-of-percutaneous-cardiovascular-interventions-and-working-groups-on-acute-cardiac-care-and-thrombosis-of-the-european-society-of-cardiology"
"Uhlemann, M, Möbius-Winkler, S, Mende, M, et al. The leipzig prospective vascular ultrasound registry in radial artery catheterization: impact of sheath size on vascular complications. JACC Cardiovasc Interv. 2012 1 1; 5(1): 36–43. PMID: 22230148"
"Nagai, S, Abe, S, Sato, T, et al. Ultrasonic assessment of vascular complications in coronary angiography and angioplasty after transradial approach. Am J Cardiol. 1999 janv 15; 83(2): 180–186. PMID: 10073818"
"Kaledin A, Kochanov IN, Podmetin PS, Seletsky SS, Ardeev VN. Distal radial artery in endovascular interventions; 2017."
"Mizuguchi, Y, Izumikawa, T, Hashimoto, S, et al. Efficacy and safety of the distal transradial approach in coronary angiography and percutaneous coronary intervention: a Japanese multicenter experience. Cardiovasc Interv Ther. 2019; 24."
"Amin, MR, Banerjee, SK, Biswas, E, et al. Feasibility and safety of distal transradial access in the anatomical snuffbox for coronary angiography and intervention. Mymensingh Med J. 2019 juill; 28(3): 647–654. PMID: 31391439"
"Okuyan, H, Hzal, F, Taçoy, G, et al. Angiographic evaluation of the radial artery diameter in patients who underwent coronary angiography or coronary intervention. J Invasive Cardiol. 2013 juill; 25(7): 353–357. PMID: 23813065"
"Naito, T, Sawaoka, T, Sasaki, K, et al. Evaluation of the diameter of the distal radial artery at the anatomical snuff box using ultrasound in Japanese patients. Cardiovasc Interventions Ther [Internet] 2019 janv 7 [ citéd août 21]; Disponible sur; 34: 312–316."
"American Academy of Sleep Medicine, The International Classification of Sleep Disorders. (ICSD-3), 3rd ed, American Academy of Sleep Medicine, Illinois, IL, USA, 2014"
"Schredl, M. Researching Dreams: The Fundamentals, 1st ed, Palgrave Macmillan, Cham, Switzerland, 2018"
"Pack, A.I, Keenan, B.T, Byrne, E.M, Gehrman, P.R. Genetics and genomic basis of sleep disorders in humans, Principles and Practice of Sleep Medicine, 6th ed, Kryger, M, Roth, T, Dement, W.C. Elsevier, Philidelphia, PA, USA, 2017, 322, 339"
"Statistisches Bundesamt, Bevölkerung nach Bildungsabschluss in Deutschland, Available online, https://www.destatis.de/DE/ZahlenFakten/GesellschaftStaat/BildungForschungKultur/Bildungsstand/Tabellen/Bildungsabschluss.html, (accessed on 14 May 2018)"
"Zadra, A.L, Germain, A, Fleury, F, Raymond, I, Nielsen, T.A. Nightmare frequency versus nightmare distress among people with frequent nightmares, Sleep Supplement, 2000, 23, A170"
"Horne, J.A, Ostberg, O. A self-assessment questionnaire to determine morningness-eveningness in human circadian rhythms, Int. J. Chronobiol, 1976, 4, 97, 110, PMID: 1027738"
"Körner, A, Drapeau, M, Albani, C, Geyer, M, Schmutzer, G, Brähler, E. Deutsche Normierung des NEO-Fünf-Faktoren-Inventars (NEO-FFI) (German Norms for the NEO-Five Factor Inventory), Z. Med. Psychol, 2008, 17, 133, 144"
"Wiso Panel, Available online, https://www.wisopanel.net/, (accessed on 26 June 2020)"
"Davis, BJ, Roughley, SD. Fragment-based lead discovery. Annu Rep Med Chem 2017; 50: 371–439."
"Murray, CW, Rees, DC. The rise of fragment-based drug discovery. Nat Chem 2009; 1: 187–92. PMID: 21378847"
"Harner, MJ, Frank, AO, Fesik, SW. Fragment-based drug discovery using NMR spectroscopy. J Biomol NMR 2013; 56: 65–75. PMID: 23686385"
"Ma, R, Wang, P, Wu, J, Ruan, K. Process of fragment-based lead discovery –a perspective from NMR. Molecules 2016; 21: 854."
"Verdonk, ML, Giangreco, I, Hall, RJ, et al. Docking performance of fragments and druglike compounds. J Med Chem 2011; 54: 5422–31. PMID: 21692478"
"Mortier, J, Rakers, C, Frederick, R, Wolber, G. Computational tools for in silico fragment-based drug design. Curr Top Med Chem 2012; 12: 1935–43. PMID: 23116473"
"Zoete, V, Grosdidier, A, Michielin, O. Docking, virtual high throughput screening and in silico fragment-based drug design. J Cell Mol Med 2009; 13: 238–48. PMID: 19183238"
"Caflisch, A, Miranker, A, Karplus, M. Multiple copy simultaneous search and construction of ligands in binding sites: application to inhibitors of HIV-1 aspartic proteinase. J Med Chem 1993; 36: 2142–67. PMID: 8340918"
"Martinez-Rosell, G, Harvey, MJ, De Fabritiis, G. Molecular-simulation-driven fragment screening for the discovery of new CXCL12 inhibitors. J Chem Inf Model 2018; 58: 683–91. PMID: 29481075"
